pmid,paragraph,abstract,label,registry,trn
33818571,1,"Simultaneous electroencephalography (EEG) and functional magnetic resonance imaging (fMRI), EEG-fMRI, combines the complementary properties of scalp EEG (good temporal resolution) and fMRI (good spatial resolution) to measure neuronal activity during an electrographic event, through hemodynamic responses known as blood-oxygen-level-dependent (BOLD) changes. It is a non-invasive research tool that is utilized in neuroscience research and is highly beneficial to the clinical community, especially for the management of neurological diseases, provided that proper equipment and protocols are administered during data acquisition. Although recording EEG-fMRI is apparently straightforward, the correct preparation, especially in placing and securing the electrodes, is not only important for safety but is also critical in ensuring the reliability and analyzability of the EEG data obtained. This is also the most experience-demanding part of the preparation. To address these issues, a straightforward protocol that ensures data quality was developed. This article provides a step-by-step guide for acquiring reliable EEG data during EEG-fMRI using this protocol that utilizes readily available medical products. The presented protocol can be adapted to different applications of EEG-fMRI in research and clinical settings, and may be beneficial to both inexperienced and expert operators.",NA,NA,NA
33824310,1,"Multiple sclerosis (MS) can be divided into four phenotypes based on clinical evolution. The pathophysiological boundaries of these phenotypes are unclear, limiting treatment stratification. Machine learning can identify groups with similar features using multidimensional data. Here, to classify MS subtypes based on pathological features, we apply unsupervised machine learning to brain MRI scans acquired in previously published studies. We use a training dataset from 6322 MS patients to define MRI-based subtypes and an independent cohort of 3068 patients for validation. Based on the earliest abnormalities, we define MS subtypes as cortex-led, normal-appearing white matter-led, and lesion-led. People with the lesion-led subtype have the highest risk of confirmed disability progression (CDP) and the highest relapse rate. People with the lesion-led MS subtype show positive treatment response in selected clinical trials. Our findings suggest that MRI-based subtypes predict MS disability progression and response to treatment and may be used to define groups of patients in interventional trials.",NA,NA,NA
33825880,1,"Apraxia of speech is a motor disorder characterized by the impaired ability to coordinate the sequential articulatory movements necessary to produce speech. The critical cortical area(s) involved in speech apraxia remain controversial because many of the previously reported cases had additional aphasic impairments, preventing localization of the specific cortical circuit necessary for the somatomotor execution of speech. Four patients with ""pure speech apraxia"" (i.e., who had no aphasic and orofacial motor impairments) are reported here. The critical lesion in all four patients involved, in the left hemisphere, the precentral gyrus of the insula (gyrus brevis III) and, to a lesser extent, the nearby areas with which it is strongly connected: the adjacent subcentral opercular cortex (part of secondary somatosensory cortex) and the most inferior part of the central sulcus where the orofacial musculature is represented. There was no damage to rostrally adjacent Broca's area in the inferior frontal gyrus. The present study demonstrates the critical circuit for the coordination of complex articulatory movements prior to and during the execution of the motor speech plans. Importantly, this specific cortical circuit is different from those that relate to the cognitive aspects of language production (e.g., Broca's area on the inferior frontal gyrus).",NA,NA,NA
33827960,1,We tested the hypothesis that plasma neurofilament light chain (NfL) identifies asymptomatic carriers of familial frontotemporal lobar degeneration (FTLD)-causing mutations at risk of disease progression.,OBJECTIVE,NA,NA
33827960,2,"Baseline plasma NfL concentrations were measured with single-molecule array in original (n = 277) and validation (n = 297) cohorts. C9orf72, GRN, and MAPT mutation carriers and noncarriers from the same families were classified by disease severity (asymptomatic, prodromal, and full phenotype) using the CDR Dementia Staging Instrument plus behavior and language domains from the National Alzheimer's Disease Coordinating Center FTLD module (CDR+NACC-FTLD). Linear mixed-effect models related NfL to clinical variables.",METHODS,NA,NA
33827960,3,"In both cohorts, baseline NfL was higher in asymptomatic mutation carriers who showed phenoconversion or disease progression compared to nonprogressors (original: 11.4 ± 7 pg/mL vs 6.7 ± 5 pg/mL, p = 0.002; validation: 14.1 ± 12 pg/mL vs 8.7 ± 6 pg/mL, p = 0.035). Plasma NfL discriminated symptomatic from asymptomatic mutation carriers or those with prodromal disease (original cutoff: 13.6 pg/mL, 87.5% sensitivity, 82.7% specificity; validation cutoff: 19.8 pg/mL, 87.4% sensitivity, 84.3% specificity). Higher baseline NfL correlated with worse longitudinal CDR+NACC-FTLD sum of boxes scores, neuropsychological function, and atrophy, regardless of genotype or disease severity, including asymptomatic mutation carriers.",RESULTS,NA,NA
33827960,4,Plasma NfL identifies asymptomatic carriers of FTLD-causing mutations at short-term risk of disease progression and is a potential tool to select participants for prevention clinical trials.,CONCLUSIONS,NA,NA
33827960,5,ClinicalTrials.gov Identifier: NCT02372773 and NCT02365922.,TRIAL REGISTRATION INFORMATION,ClinicalTrials.gov,NCT02372773
33827960,5,ClinicalTrials.gov Identifier: NCT02372773 and NCT02365922.,TRIAL REGISTRATION INFORMATION,ClinicalTrials.gov,NCT02365922
33827960,6,"This study provides Class I evidence that in carriers of FTLD-causing mutations, elevation of plasma NfL predicts short-term risk of clinical progression.",CLASSIFICATION OF EVIDENCE,NA,NA
33836056,1,"The relationship between structural changes of the cerebral cortex revealed by Magnetic Resonance Imaging (MRI) and gene expression in the human fetal brain has not been explored. In this study, we aimed to test the hypothesis that relative regional thickness (a measure of cortical evolving organization) of fetal cortical compartments (cortical plate [CP] and subplate [SP]) is associated with expression levels of genes with known cortical phenotype. Mean regional SP/CP thickness ratios across age measured on in utero MRI of 25 healthy fetuses (20-33 gestational weeks [GWs]) were correlated with publicly available regional gene expression levels (23-24 GW fetuses). Larger SP/CP thickness ratios (more pronounced cortical evolving organization) was found in perisylvian regions. Furthermore, we found a significant association between SP/CP thickness ratio and expression levels of the FLNA gene (mutated in periventricular heterotopia, congenital heart disease, and vascular malformations). Further work is needed to identify early MRI biomarkers of gene expression that lead to abnormal cortical development.",NA,NA,NA
33841339,1,"Previous studies link obesity and components of metabolic health, such as hypertension or inflammation, to increased hospitalizations and mortality of patients with COVID-19. Here, in two overlapping samples of over 1,000 individuals from the UK Biobank we investigate whether metabolic health as measured by waist circumference, dyslipidemia, hypertension, type 2 diabetes, and systemic inflammation is related to increased COVID-19 infection and mortality rate. Using logistic regression and controlling for confounding variables such as socioeconomic status, age, sex or ethnicity, we find that individuals with worse metabolic health (measured on average eleven years prior to 2020) have an increased risk for COVID-19-related death (adjusted odds ratio: 1.75). We also find that specific factors contributing to increased mortality are increased serum glucose levels, systolic blood pressure and waist circumference.",NA,NA,NA
33845399,1,"Vascular contribution to cognitive impairment (VCI) and dementia is related to etiologies that may affect the neurophysiological mechanisms regulating brain arousal and generating electroencephalographic (EEG) activity. A multidisciplinary expert panel reviewed the clinical literature and reached consensus about the EEG measures consistently found as abnormal in VCI patients with dementia. As compared to cognitively unimpaired individuals, those VCI patients showed (1) smaller amplitude of resting state alpha (8-12 Hz) rhythms dominant in posterior regions; (2) widespread increases in amplitude of delta (< 4 Hz) and theta (4-8 Hz) rhythms; and (3) delayed N200/P300 peak latencies in averaged event-related potentials, especially during the detection of auditory rare target stimuli requiring participants' responses in ""oddball"" paradigms. The expert panel formulated the following recommendations: (1) the above EEG measures are not specific for VCI and should not be used for its diagnosis; (2) they may be considered as ""neural synchronization"" biomarkers to enlighten the relationships between features of the VCI-related cerebrovascular lesions and abnormalities in neurophysiological brain mechanisms; and (3) they may be tested in future clinical trials as prognostic biomarkers and endpoints of interventions aimed at normalizing background brain excitability and vigilance in wakefulness.",NA,NA,NA
33850128,1,"The pathophysiology of autism has been suggested to involve a combination of both macroscale connectome miswiring and microcircuit anomalies. Here, we combine connectome-wide manifold learning with biophysical simulation models to understand associations between global network perturbations and microcircuit dysfunctions in autism. We studied neuroimaging and phenotypic data in 47 individuals with autism and 37 typically developing controls obtained from the Autism Brain Imaging Data Exchange initiative. Our analysis establishes significant differences in structural connectome organization in individuals with autism relative to controls, with strong between-group effects in low-level somatosensory regions and moderate effects in high-level association cortices. Computational models reveal that the degree of macroscale anomalies is related to atypical increases of recurrent excitation/inhibition, as well as subcortical inputs into cortical microcircuits, especially in sensory and motor areas. Transcriptomic association analysis based on postmortem datasets identifies genes expressed in cortical and thalamic areas from childhood to young adulthood. Finally, supervised machine learning finds that the macroscale perturbations are associated with symptom severity scores on the Autism Diagnostic Observation Schedule. Together, our analyses suggest that atypical subcortico-cortical interactions are associated with both microcircuit and macroscale connectome differences in autism.",NA,NA,NA
33852941,1,"The hippocampus is a highly plastic brain structure supporting functions central to human cognition. Morphological changes in the hippocampus have been implicated in development, aging, as well as in a broad range of neurological and psychiatric disorders. A growing body of research suggests that hippocampal plasticity is closely linked to the actions of brain-derived neurotrophic factor (BDNF). However, evidence on the relationship between hippocampal volume (HCV) and peripheral BDNF levels is scarce and limited to elderly and patient populations. Further, despite evidence that BDNF expression differs throughout the hippocampus and is implicated in adult neurogenesis specifically in the dentate gyrus, no study has so far related peripheral BDNF levels to the volumes of individual hippocampal subfields. Besides its clinical implications, BDNF-facilitated hippocampal plasticity plays an important role in regulating cognitive and affective processes. In the current registered report, we investigated how serum BDNF (sBDNF) levels relate to volumes of the hippocampal formation and its subfields in a large sample of healthy adults (N = 279, 160 f) with a broad age range (20-55 years, mean 40.5) recruited in the context of the ReSource Project. We related HCV to basal sBDNF and, in a subsample (n = 103, 57 f), to acute stress-reactive change in sBDNF. We further tested the role of age as a moderator of both associations. Contrary to our hypotheses, neither basal sBDNF levels nor stress-reactive sBDNF change were associated with total HCV or volume of the dentate gyrus/cornu ammonis 4 (DG/CA4) subfield. We also found no evidence for a moderating effect of age on any of these associations. Our null results provide a first point of reference on the relationship between sBDNF and HCV in healthy mid-age, in contrast to patient or aging populations. We suggest that sBDNF levels have limited predictive value for morphological differences of the hippocampal structure when notable challenge to its neuronal integrity or to neurotrophic capacity is absent.",NA,NA,NA
33856074,1,This multilanguage study used simple speech recording and high-end pattern analysis to provide sensitive and reliable noninvasive biomarkers of prodromal versus manifest α-synucleinopathy in patients with idiopathic rapid eye movement sleep behavior disorder (iRBD) and early-stage Parkinson disease (PD).,OBJECTIVE,NA,NA
33856074,2,"We performed a multicenter study across the Czech, English, German, French, and Italian languages at 7 centers in Europe and North America. A total of 448 participants (337 males), including 150 with iRBD (mean duration of iRBD across language groups 0.5-3.4 years), 149 with PD (mean duration of disease across language groups 1.7-2.5 years), and 149 healthy controls were recorded; 350 of the participants completed the 12-month follow-up. We developed a fully automated acoustic quantitative assessment approach for the 7 distinctive patterns of hypokinetic dysarthria.",METHODS,NA,NA
33856074,3,"No differences in language that impacted clinical parkinsonian phenotypes were found. Compared with the controls, we found significant abnormalities of an overall acoustic speech severity measure via composite dysarthria index for both iRBD (p = 0.002) and PD (p < 0.001). However, only PD (p < 0.001) was perceptually distinct in a blinded subjective analysis. We found significant group differences between PD and controls for monopitch (p < 0.001), prolonged pauses (p < 0.001), and imprecise consonants (p = 0.03); only monopitch was able to differentiate iRBD patients from controls (p = 0.004). At the 12-month follow-up, a slight progression of overall acoustic speech impairment was noted for the iRBD (p = 0.04) and PD (p = 0.03) groups.",RESULTS,NA,NA
33856074,4,Automated speech analysis might provide a useful additional biomarker of parkinsonism for the assessment of disease progression and therapeutic interventions. ANN NEUROL 2021;90:62-75.,INTERPRETATION,NA,NA
33857141,1,"Information that is encoded in relation to the self has been shown to be better remembered, yet reports have disagreed on whether the memory benefit from self-referential encoding extends to source memory (the context in which information was learned). In this study, we investigated the self-referential effect on source memory in recollection and familiarity-based memory. Using a Remember/Know paradigm, we compared source memory accuracy under self-referential encoding and semantic encoding. Two types of source information were included, a ""peripheral"" source which was not inherent to the encoding activity, and a source information about the encoding context. We observed the facilitation in item memory from self-referential encoding compared to semantic encoding in recollection but not in familiarity-based memory. The self-referential benefit to source accuracy was observed in recollection memory, with source memory for the encoding context being stronger in the self-referential condition. No significant self-referential effect was observed with regards to peripheral source information (information not required for the participant to focus on), suggesting not all source information benefit from self-referential encoding. Self-referential encoding also resulted in a higher ratio of ""Remember/Know"" responses rate than semantically encoded items, denoting stronger recollection. These results suggest self-referential encoding creates a richer, more detailed memory trace which can be recollected later on.",NA,NA,NA
33857618,1,"Technological and data sharing advances have led to a proliferation of high-resolution structural and functional maps of the brain. Modern neuroimaging research increasingly depends on identifying correspondences between the topographies of these maps; however, most standard methods for statistical inference fail to account for their spatial properties. Recently, multiple methods have been developed to generate null distributions that preserve the spatial autocorrelation of brain maps and yield more accurate statistical estimates. Here, we comprehensively assess the performance of ten published null frameworks in statistical analyses of neuroimaging data. To test the efficacy of these frameworks in situations with a known ground truth, we first apply them to a series of controlled simulations and examine the impact of data resolution and spatial autocorrelation on their family-wise error rates. Next, we use each framework with two empirical neuroimaging datasets, investigating their performance when testing (1) the correspondence between brain maps (e.g., correlating two activation maps) and (2) the spatial distribution of a feature within a partition (e.g., quantifying the specificity of an activation map within an intrinsic functional network). Finally, we investigate how differences in the implementation of these null models may impact their performance. In agreement with previous reports, we find that naive null models that do not preserve spatial autocorrelation consistently yield elevated false positive rates and unrealistically liberal statistical estimates. While spatially-constrained null models yielded more realistic, conservative estimates, even these frameworks suffer from inflated false positive rates and variable performance across analyses. Throughout our results, we observe minimal impact of parcellation and resolution on null model performance. Altogether, our findings highlight the need for continued development of statistically-rigorous methods for comparing brain maps. The present report provides a harmonised framework for benchmarking and comparing future advancements.",NA,NA,NA
33860614,1,"The Electrophysiology Professional Interest Area (EPIA) and Global Brain Consortium endorsed recommendations on candidate electroencephalography (EEG) measures for Alzheimer's disease (AD) clinical trials. The Panel reviewed the field literature. As most consistent findings, AD patients with mild cognitive impairment and dementia showed abnormalities in peak frequency, power, and ""interrelatedness"" at posterior alpha (8-12 Hz) and widespread delta (< 4 Hz) and theta (4-8 Hz) rhythms in relation to disease progression and interventions. The following consensus statements were subscribed: (1) Standardization of instructions to patients, resting state EEG (rsEEG) recording methods, and selection of artifact-free rsEEG periods are needed; (2) power density and ""interrelatedness"" rsEEG measures (e.g., directed transfer function, phase lag index, linear lagged connectivity, etc.) at delta, theta, and alpha frequency bands may be use for stratification of AD patients and monitoring of disease progression and intervention; and (3) international multisectoral initiatives are mandatory for regulatory purposes.",NA,NA,NA
33867362,1,"Spinal Muscular Atrophy (SMA) is a rare disease that affects 1 in 11 000 live births. Recent developments in SMA treatments have included new disease-modifying therapies that require high quality data to inform decisions around initiation and continuation of therapy. In Canada, there are no nationally agreed upon outcome measures (OM) used in adult SMA. Standardization of OM is essential to obtain high quality data that is comparable among neuromuscular clinics.",BACKGROUND,NA,NA
33867362,2,To develop a recommended toolkit and timing of OM for assessment of adults with SMA.,OBJECTIVE,NA,NA
33867362,3,A modified delphi method consisting of 2 virtual voting rounds followed by a virtual conference was utilized with a panel of expert clinicians treating adult SMA across Canada.,METHODS,NA,NA
33867362,4,"A consensus-derived toolkit of 8 OM was developed across three domains of function, with an additional 3 optional measures. Optimal assessment frequency is 12 months for most patients regardless of therapeutic access, while patients in their first year of receiving disease-modifying therapy should be assessed more frequently.",RESULTS,NA,NA
33867362,5,"The implementation of the consensus-derived OM toolkit will improve monitoring and assessment of adult SMA patients, and enrich the quality of real-world evidence. Regular updates to the toolkit must be considered as new evidence becomes available.",CONCLUSIONS,NA,NA
33873105,1,"To investigate the morphological changes of cerebral cortex correlating with anti-seizure medication in Childhood Epilepsy with Centrotemporal Spikes (CECTS), and their relationships with seizure control. This study included a total of 188 children, including 62 patients with CECTS taking anti-seizure drugs, 56 patients with drug-naive, and 70 healthy controls. A portion of cases were also followed-up for longitudinal analysis. Cortical morphological parameters were quantitatively measured by applying surface-based morphometry analysis to high-resolution three-dimension T1 weighted images. Among the three groups, the morphological indices were compared to quantify any cortical changes affected by seizures and medication. The relationships among anti-seizure medication, seizure controls and cortical morphometry were investigated using causal mediator analysis. The Rolandic cortex of the drug-naive patients showed abnormal cortical thickness by comparing with that of healthy controls, and thinning by comparing with that of patients with medication. The cortical thickness in the Rolandic regions was negatively correlated with duration of medication and duration of seizure-free. Longitudinal analysis further demonstrated that the thickness of Rolandic cortex thinned in post-medication state relative to the pre-medication state. Mediation analysis revealed that morphological alteration of the Rolandic cortex might act as a mediator in the path of anti-seizure medication on seizure control. Our findings highlighted that anti-seizure medication was associated with regression of abnormal increment of cortical thickness in the Rolandic regions in CECTS. The neuroanatomical alteration might be a mediating factor in the process of seizure control by anti-seizure medication.",NA,NA,NA
33876772,1,"The mechanistic/mammalian target of rapamycin complex 1 (mTORC1) integrates multiple signals to regulate critical cellular processes such as mRNA translation, lipid biogenesis, and autophagy. Germline and somatic mutations in mTOR and genes upstream of mTORC1, such as PTEN, TSC1/2, AKT3, PIK3CA, and components of GATOR1 and KICSTOR complexes, are associated with various epileptic disorders. Increased mTORC1 activity is linked to the pathophysiology of epilepsy in both humans and animal models, and mTORC1 inhibition suppresses epileptogenesis in humans with tuberous sclerosis and animal models with elevated mTORC1 activity. However, the role of mTORC1-dependent translation and the neuronal cell types mediating the effect of enhanced mTORC1 activity in seizures remain unknown. The eukaryotic translation initiation factor 4E-binding protein 1 (4E-BP1) and 2 (4E-BP2) are translational repressors downstream of mTORC1. Here we show that the ablation of 4E-BP2, but not 4E-BP1, in mice increases the sensitivity to pentylenetetrazole (PTZ)- and kainic acid (KA)-induced seizures. We demonstrate that the deletion of 4E-BP2 in inhibitory, but not excitatory neurons, causes an increase in the susceptibility to PTZ-induced seizures. Moreover, mice lacking 4E-BP2 in parvalbumin, but not somatostatin or VIP inhibitory neurons exhibit a lowered threshold for seizure induction and reduced number of parvalbumin neurons. A mouse model harboring a human PIK3CA mutation that enhances the activity of the PI3K-AKT pathway (Pik3ca H1047R-Pvalb ) selectively in parvalbumin neurons shows susceptibility to PTZ-induced seizures. Our data identify 4E-BP2 as a regulator of epileptogenesis and highlight the central role of increased mTORC1-dependent translation in parvalbumin neurons in the pathophysiology of epilepsy.",NA,NA,NA
33876991,1,"Purpose: To document the nutritional risk in adults with oculopharyngeal muscular dystrophy (OPMD) and its association with oropharyngeal dysphagia.Methods: In this cross-sectional study, 33 adults with molecular confirmation of OPMD between 50 and 75 years old were recruited from the registry of a university-affiliated neuromuscular clinic. Nutritional risk was assessed with the French version of Seniors in the Community: Risk Evaluation for Eating and Nutrition II (SCREEN II), whereas the severity of dysphagia was assessed using the French-Canadian version of the Sydney Swallow Questionnaire. Anthropometric measurements were performed with standardized procedures.Results: SCREEN II scores showed high nutritional risk for 81.8% of OPMD participants with 6 factors contributing to nutritional risk in at least 50% of the sample. Pearson's correlational analysis showed a significant moderate relationship between dysphagia and nutritional risk (r = -0.470; P = 0.006).Conclusion: To our knowledge, this study is the first to investigate the nutritional risk of adults with OPMD. Our results indicate that individuals with OPMD may be at high nutritional risk mostly associated with swallowing difficulty, in the absence of a low body mass index. The present study highlights the need for dietary counseling in OPMD.",NA,NA,NA
33879535,1,"In multiple sclerosis (MS), MRI measures at the whole brain or regional level are only modestly associated with disability, while network-based measures are emerging as promising prognostic markers. We sought to demonstrate whether data-driven patterns of covarying regional grey matter (GM) volumes predict future disability in secondary progressive MS (SPMS).",OBJECTIVE,NA,NA
33879535,2,"We used cross-sectional structural MRI, and baseline and longitudinal data of Expanded Disability Status Scale, Nine-Hole Peg Test (9HPT) and Symbol Digit Modalities Test (SDMT), from a clinical trial in 988 people with SPMS. We processed T1-weighted scans to obtain GM probability maps and applied spatial independent component analysis (ICA). We repeated ICA on 400 healthy controls. We used survival models to determine whether baseline patterns of covarying GM volume measures predict cognitive and motor worsening.",METHODS,NA,NA
33879535,3,"We identified 15 patterns of regionally covarying GM features. Compared with whole brain GM, deep GM and lesion volumes, some ICA components correlated more closely with clinical outcomes. A mainly basal ganglia component had the highest correlations at baseline with the SDMT and was associated with cognitive worsening (HR=1.29, 95% CI 1.09 to 1.52, p<0.005). Two ICA components were associated with 9HPT worsening (HR=1.30, 95% CI 1.06 to 1.60, p<0.01 and HR=1.21, 95% CI 1.01 to 1.45, p<0.05). ICA measures could better predict SDMT and 9HPT worsening (C-index=0.69-0.71) compared with models including only whole and regional MRI measures (C-index=0.65-0.69, p value for all comparison <0.05).",RESULTS,NA,NA
33879535,4,"The disability progression was better predicted by some of the covarying GM regions patterns, than by single regional or whole-brain measures. ICA, which may represent structural brain networks, can be applied to clinical trials and may play a role in stratifying participants who have the most potential to show a treatment effect.",CONCLUSIONS,NA,NA
33879872,1,"In Parkinson disease (PD), pathological processes and neurodegeneration begin long before the cardinal motor symptoms develop and enable clinical diagnosis. In this prodromal phase, risk and prodromal markers can be used to identify individuals who are likely to develop PD, as in the recently updated International Parkinson and Movement Disorders Society research criteria for prodromal PD. However, increasing evidence suggests that clinical and prodromal PD are heterogeneous, and can be classified into subtypes with different clinical manifestations, pathomechanisms and patterns of spatial and temporal progression in the CNS and PNS. Genetic, pathological and imaging markers, as well as motor and non-motor symptoms, might define prodromal subtypes of PD. Moreover, concomitant pathology or other factors, including amyloid-β and tau pathology, age and environmental factors, can cause variability in prodromal PD. Patients with REM sleep behaviour disorder (RBD) exhibit distinct patterns of α-synuclein pathology propagation and might indicate a body-first subtype rather than a brain-first subtype. Identification of prodromal PD subtypes and a full understanding of variability at this stage of the disease is crucial for early and accurate diagnosis and for targeting of neuroprotective interventions to ensure efficacy.",NA,NA,NA
33880462,1,"Loneliness imposes significant risks to physical, mental and brain health in older adulthood. With the social distancing regimes implemented during the COVID-19 pandemic, there is even greater urgency to understand the human health costs of social isolation. In this viewpoint we describe how the experience of loneliness may alter the structure and function of the human brain, and how these discoveries may guide public health policy to reduce the burden of loneliness in later life.",NA,NA,NA
33885965,1,"Efficient neural transmission is crucial for optimal brain function, yet the plastic potential of white matter (WM) has long been overlooked. Growing evidence now shows that modifications to axons and myelin occur not only as a result of long-term learning, but also after short training periods. Motor sequence learning (MSL), a common paradigm used to study neuroplasticity, occurs in overlapping learning stages and different neural circuits are involved in each stage. However, most studies investigating short-term WM plasticity have used a pre-post design, in which the temporal dynamics of changes across learning stages cannot be assessed. In this study, we used multiple magnetic resonance imaging (MRI) scans at 7 T to investigate changes in WM in a group learning a complex visuomotor sequence (LRN) and in a control group (SMP) performing a simple sequence, for five consecutive days. Consistent with behavioral results, where most improvements occurred between the two first days, structural changes in WM were observed only in the early phase of learning (d1-d2), and in overall learning (d1-d5). In LRNs, WM microstructure was altered in the tracts underlying the primary motor and sensorimotor cortices. Moreover, our structural findings in WM were related to changes in functional connectivity, assessed with resting-state functional MRI data in the same cohort, through analyses in regions of interest (ROIs). Significant changes in WM microstructure were found in a ROI underlying the right supplementary motor area. Together, our findings provide evidence for highly dynamic WM plasticity in the sensorimotor network during short-term MSL.",NA,NA,NA
33888612,1,"Cell-cell interactions control the physiology and pathology of the central nervous system (CNS). To study astrocyte cell interactions in vivo, we developed rabies barcode interaction detection followed by sequencing (RABID-seq), which combines barcoded viral tracing and single-cell RNA sequencing (scRNA-seq). Using RABID-seq, we identified axon guidance molecules as candidate mediators of microglia-astrocyte interactions that promote CNS pathology in experimental autoimmune encephalomyelitis (EAE) and, potentially, multiple sclerosis (MS). In vivo cell-specific genetic perturbation EAE studies, in vitro systems, and the analysis of MS scRNA-seq datasets and CNS tissue established that Sema4D and Ephrin-B3 expressed in microglia control astrocyte responses via PlexinB2 and EphB3, respectively. Furthermore, a CNS-penetrant EphB3 inhibitor suppressed astrocyte and microglia proinflammatory responses and ameliorated EAE. In summary, RABID-seq identified microglia-astrocyte interactions and candidate therapeutic targets.",NA,NA,NA
33890515,1,"The aim of this study was to evaluate the effect of continuous positive airway pressure (CPAP) treatment on the Fatigue Severity Scale (FSS, preplanned primary outcome), another fatigue measure, sleep quality, somnolence, pain, disability, and quality of life in multiple sclerosis (MS) patients with obstructive sleep apnea-hypopnea (OSAH).",OBJECTIVE,NA,NA
33890515,2,"In a randomized, double-blind trial (NCT01746342), MS patients with fatigue, poor subjective sleep quality, and OSAH (apnea-hypopnea index of ⩾ 15 events per hour/sleep), but without severe OSAH (apnea-hypopnea index > 30, and 4% oxygen desaturation index > 15 events/hour or severe somnolence), were randomized to fixed CPAP or sham CPAP for 6 months. Outcome assessments were performed at 3 and 6 months.",METHODS,ClinicalTrials.gov,NCT01746342
33890515,3,"Of 49 randomized patients, 34 completed the protocol. Among completers, FSS did not improve with CPAP compared to sham at 6 months. FSS tended to improve (p = 0.09), and sleepiness (Epworth Sleepiness Scale) improved significantly (p = 0.03) at 3 months with CPAP compared to sham, but there were no other improvements with CPAP at either study evaluation.",RESULTS,NA,NA
33890515,4,"In non-severe OSAH patients, CPAP did not significantly improve the primary outcome of FSS change at 6 months. In secondary analyses, we found a trend to improved FSS, and a significant reduction in somnolence with CPAP at 3 months.",CONCLUSION,NA,NA
33892317,1,"Ozanimod, an oral sphingosine 1-phosphate receptor 1 and 5 modulator, is approved in multiple countries for the treatment of relapsing multiple sclerosis (RMS). In phase 3 trials, ozanimod was well tolerated and superior to interferon beta-1a 30 µg once-weekly in reducing clinical and radiologic disease activity. The objective of this integrated safety analysis was to evaluate the safety of extended ozanimod exposure in participants with RMS from all clinical trials and compare it with phase 3 trial data.",BACKGROUND,NA,NA
33892317,2,"We report pooled incidence and study duration‒adjusted incidence rates (IR) of treatment-emergent adverse events (TEAEs) from an interim data cut (January 31, 2019) of RMS participants treated with ozanimod. Data were pooled from a phase 1 pharmacokinetic/pharmacodynamic trial, a placebo-controlled phase 2 trial with dose-blinded extension, 2 large active-controlled phase 3 trials, and an open-label extension (OLE). Results were compared with pooled phase 3 trial data.",METHODS,NA,NA
33892317,3,"At the data cutoff, 2631 RMS participants had exposure to ozanimod 0.92 mg (mean 32.0 months) and 2787 had exposure to either ozanimod 0.46 or 0.92 mg (mean 37.1 months). The IRs per 1000 person-years (PY) for any TEAE (772.2) and serious TEAEs (33.2) in the overall population were similar to those in the phase 3 population (896.1 and 31.2, respectively). There were no serious opportunistic infections. There were no second-degree or higher atrioventricular blocks on electrocardiogram. Hepatic enzyme elevations declined over time. Malignancy rates remained low with longer exposure. Pulmonary function tests showed minimal reductions in lung function. Seven ozanimod-treated participants with comorbid risk factors had confirmed macular edema, including 3 in the ongoing OLE.",RESULTS,NA,NA
33892317,4,Safety results in this larger RMS population with greater ozanimod exposure demonstrated no new safety concerns and were consistent with phase 3 trial results.,CONCLUSIONS,NA,NA
33895632,1,"Studies have previously shown evidence for presymptomatic cortical atrophy in genetic FTD. Whilst initial investigations have also identified early deep grey matter volume loss, little is known about the extent of subcortical involvement, particularly within subregions, and how this differs between genetic groups.",BACKGROUND,NA,NA
33895632,2,"480 mutation carriers from the Genetic FTD Initiative (GENFI) were included (198 GRN, 202 C9orf72, 80 MAPT), together with 298 non-carrier cognitively normal controls. Cortical and subcortical volumes of interest were generated using automated parcellation methods on volumetric 3 T T1-weighted MRI scans. Mutation carriers were divided into three disease stages based on their global CDR® plus NACC FTLD score: asymptomatic (0), possibly or mildly symptomatic (0.5) and fully symptomatic (1 or more).",METHODS,NA,NA
33895632,3,"In all three groups, subcortical involvement was seen at the CDR 0.5 stage prior to phenoconversion, whereas in the C9orf72 and MAPT mutation carriers there was also involvement at the CDR 0 stage. In the C9orf72 expansion carriers the earliest volume changes were in thalamic subnuclei (particularly pulvinar and lateral geniculate, 9-10%) cerebellum (lobules VIIa-Crus II and VIIIb, 2-3%), hippocampus (particularly presubiculum and CA1, 2-3%), amygdala (all subregions, 2-6%) and hypothalamus (superior tuberal region, 1%). In MAPT mutation carriers changes were seen at CDR 0 in the hippocampus (subiculum, presubiculum and tail, 3-4%) and amygdala (accessory basal and superficial nuclei, 2-4%). GRN mutation carriers showed subcortical differences at CDR 0.5 in the presubiculum of the hippocampus (8%).",RESULTS,NA,NA
33895632,4,"C9orf72 expansion carriers show the earliest and most widespread changes including the thalamus, basal ganglia and medial temporal lobe. By investigating individual subregions, changes can also be seen at CDR 0 in MAPT mutation carriers within the limbic system. Our results suggest that subcortical brain volumes may be used as markers of neurodegeneration even prior to the onset of prodromal symptoms.",CONCLUSIONS,NA,NA
33901317,1,"Parkinson's disease (PD) is a complex neurodegenerative disorder. Men are on average ~ 1.5 times more likely to develop PD compared to women with European ancestry. Over the years, genomewide association studies (GWAS) have identified numerous genetic risk factors for PD, however, it is unclear whether genetics contribute to disease etiology in a sex-specific manner.",OBJECTIVE,NA,NA
